lineEdit_Pipe_outside_diameter,lineEdit_2_pipe_wall_thickness,lineEdit_3_SMYS,lineEdit_5_Depth_of_Cover,lineEdit_4_Corrossion_Allowance,lineEdit_6operatingpressure,lineEdit_6operating_temperature,lineEdit_6impactfactor,lineEdit_6Design_wheel_load_from_single_axle,lineEdit_6soilunitweight,lineEdit_6designfactor,Design_wheel_load_from_tandem_axle_2,lineEdit_6Modulus_of_soil_reaction,lineEdit_6longitudinaljointfactor,lineEdit_6youngs_modulus,lineEdit_6resilient_modulus,lineEdit_6installation_temperature,lineEdit_6poissons_ratio,lineEdit_37Coefficient_Of_Thermal_Expansion,lineEdit_21EarthLoadStiffnessFactor,lineEdit_22EarthLoadBurialFactor,lineEdit_23EarthLoadExcavationFactor,lineEdit_27StiffnessFactorKHh,lineEdit_25_GeometryFactorGHh,lineEdit_29_StifnessFactorKLh,lineEdit_28geometryFactorGLh,lineEdit_26RoadAxleConfigurationFactor,lineEdit_24RoadPavementFactor,lineEdit_31FatigueEnduranceofGirthYield,lineEdit_32FatigueEnduranceofLongitudinalWeld,comboBox_2_pipe_type,comboBox_3_Soil_Type,comboBox_5_Bored_Diameter,comboBox_Streel_grade,comboBox_4_Codes_and_standards
1016,10,195,1.5,0,0,40,1.5,53.4,18.9,0.72,44.5,3.4,1,210000,34,65,0.30,1.44e-5,6330,0.47,0.91,19.8,0.70,14.8,0.64,1,1,82.737,158.57,SMLS,Soft to medium clay,Considered,Fe 330,API 1102
